tick,last,bid,mid,ask,current_bid,mid,current_ask,position,position_vwap,pnl_per_share,realized
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
10,20.08,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
10,20.08,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
10,20.08,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
10,20.08,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
10,20.08,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
10,20.08,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
10,20.08,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
10,20.08,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
10,20.08,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
10,20.08,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
10,20.08,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
10,20.08,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
10,20.08,20.1,20.11,20.11,20.01,20.11,20.15,0.0,0.0,0.0,0.0
10,20.08,20.1,20.11,20.11,20.01,20.11,20.15,0.0,0.0,0.0,0.0
10,20.08,20.1,20.11,20.11,20.01,20.11,20.15,0.0,0.0,0.0,0.0
10,20.08,20.1,20.11,20.11,20.01,20.11,20.15,0.0,0.0,0.0,0.0
10,20.08,20.1,20.11,20.11,20.01,20.11,20.15,0.0,0.0,0.0,0.0
10,20.08,20.1,20.11,20.11,20.01,20.11,20.15,0.0,0.0,0.0,0.0
10,20.08,20.1,20.11,20.11,20.01,20.11,20.15,0.0,0.0,0.0,0.0
10,20.08,20.1,20.11,20.11,20.01,20.11,20.15,0.0,0.0,0.0,0.0
10,20.08,20.1,20.11,20.11,20.01,20.11,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.07,20.05,20.06,20.07,20.01,20.06,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.07,20.09,20.01,20.07,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.07,20.09,20.01,20.07,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.07,20.09,20.01,20.07,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.07,20.09,20.01,20.07,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.07,20.09,20.01,20.07,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.07,20.09,20.01,20.07,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.07,20.09,20.01,20.07,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.07,20.09,20.01,20.07,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.07,20.09,20.01,20.07,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.07,20.09,20.01,20.07,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.07,20.09,20.01,20.07,20.15,0.0,0.0,0.0,0.0
12,20.09,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
12,20.09,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
12,20.09,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
12,20.09,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
12,20.09,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
12,20.09,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
12,20.09,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
12,20.09,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
12,20.09,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
12,20.09,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
12,20.09,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
12,20.09,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
12,20.09,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
12,20.09,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
12,20.09,20.07,20.08,20.09,20.01,20.08,20.15,0.0,0.0,0.0,0.0
13,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.12,20.13,20.15,20.01,20.13,20.15,0.0,0.0,0.0,0.0
13,20.12,20.12,20.13,20.15,20.01,20.13,20.15,0.0,0.0,0.0,0.0
13,20.12,20.12,20.13,20.15,20.01,20.13,20.15,0.0,0.0,0.0,0.0
13,20.12,20.12,20.13,20.15,20.01,20.13,20.15,0.0,0.0,0.0,0.0
13,20.12,20.12,20.13,20.15,20.01,20.13,20.15,0.0,0.0,0.0,0.0
13,20.12,20.12,20.13,20.15,20.01,20.13,20.15,0.0,0.0,0.0,0.0
13,20.12,20.12,20.13,20.15,20.01,20.13,20.15,0.0,0.0,0.0,0.0
13,20.12,20.12,20.13,20.15,20.01,20.13,20.15,0.0,0.0,0.0,0.0
13,20.12,20.12,20.13,20.15,20.01,20.13,20.15,0.0,0.0,0.0,0.0
13,20.12,20.12,20.13,20.15,20.01,20.13,20.15,0.0,0.0,0.0,0.0
13,20.12,20.12,20.13,20.15,20.01,20.13,20.15,0.0,0.0,0.0,0.0
13,20.12,20.12,20.13,20.15,20.01,20.13,20.15,0.0,0.0,0.0,0.0
13,20.12,20.12,20.13,20.15,20.01,20.13,20.15,0.0,0.0,0.0,0.0
13,20.12,20.12,20.13,20.15,20.01,20.13,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.11,20.12,20.12,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.09,20.09,20.11,20.12,20.01,20.11,20.15,0.0,0.0,0.0,0.0
14,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
14,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
14,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
14,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
14,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
14,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
14,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
14,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
14,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
14,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
14,20.12,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
14,20.12,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
14,20.12,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
14,20.12,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
14,20.12,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
14,20.12,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
14,20.12,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
14,20.12,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
14,20.12,20.09,20.1,20.11,20.01,20.1,20.15,0.0,0.0,0.0,0.0
