tick,last,bid,mid,ask,current_bid,mid,current_ask,position,position_vwap,pnl_per_share,realized
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.05,20.06,20.01,20.05,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.05,20.06,20.01,20.05,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.05,20.06,20.01,20.05,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.05,20.06,20.01,20.05,20.15,0.0,0.0,0.0,0.0
10,20.06,20.07,20.07,20.08,20.01,20.07,20.15,0.0,0.0,0.0,0.0
10,20.06,20.07,20.07,20.08,20.01,20.07,20.15,0.0,0.0,0.0,0.0
10,20.06,20.07,20.07,20.08,20.01,20.07,20.15,0.0,0.0,0.0,0.0
10,20.06,20.07,20.07,20.08,20.01,20.07,20.15,0.0,0.0,0.0,0.0
10,20.06,20.07,20.07,20.08,20.01,20.07,20.15,0.0,0.0,0.0,0.0
10,20.06,20.07,20.07,20.08,20.01,20.07,20.15,0.0,0.0,0.0,0.0
10,20.06,20.07,20.07,20.08,20.01,20.07,20.15,0.0,0.0,0.0,0.0
10,20.06,20.07,20.07,20.08,20.01,20.07,20.15,0.0,0.0,0.0,0.0
10,20.06,20.07,20.07,20.08,20.01,20.07,20.15,0.0,0.0,0.0,0.0
10,20.06,20.07,20.07,20.08,20.01,20.07,20.15,0.0,0.0,0.0,0.0
10,20.06,20.07,20.07,20.08,20.01,20.07,20.15,0.0,0.0,0.0,0.0
10,20.06,20.07,20.07,20.08,20.01,20.07,20.15,0.0,0.0,0.0,0.0
10,20.06,20.07,20.07,20.08,20.01,20.07,20.15,0.0,0.0,0.0,0.0
10,20.06,20.07,20.07,20.08,20.01,20.07,20.15,0.0,0.0,0.0,0.0
10,20.06,20.07,20.07,20.08,20.01,20.07,20.15,0.0,0.0,0.0,0.0
10,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.05,20.08,20.11,20.01,20.08,20.15,0.0,0.0,0.0,0.0
11,20.08,20.06,20.09,20.11,20.01,20.09,20.15,0.0,0.0,0.0,0.0
11,20.08,20.06,20.09,20.11,20.01,20.09,20.15,0.0,0.0,0.0,0.0
11,20.08,20.06,20.09,20.11,20.01,20.09,20.15,0.0,0.0,0.0,0.0
11,20.08,20.06,20.09,20.11,20.01,20.09,20.15,0.0,0.0,0.0,0.0
11,20.08,20.06,20.09,20.11,20.01,20.09,20.15,0.0,0.0,0.0,0.0
11,20.08,20.06,20.09,20.11,20.01,20.09,20.15,0.0,0.0,0.0,0.0
11,20.08,20.06,20.09,20.11,20.01,20.09,20.15,0.0,0.0,0.0,0.0
11,20.08,20.06,20.09,20.11,20.01,20.09,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.09,20.11,20.01,20.09,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.09,20.11,20.01,20.09,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.09,20.11,20.01,20.09,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.09,20.11,20.01,20.09,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.09,20.11,20.01,20.09,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.09,20.11,20.01,20.09,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.09,20.11,20.01,20.09,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.09,20.11,20.01,20.09,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.09,20.11,20.01,20.09,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.09,20.11,20.01,20.09,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.09,20.11,20.01,20.09,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.09,20.11,20.01,20.09,20.15,0.0,0.0,0.0,0.0
11,20.08,20.07,20.09,20.11,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.06,20.09,20.12,20.01,20.09,20.15,0.0,0.0,0.0,0.0
12,20.09,20.08,20.1,20.12,20.01,20.1,20.15,0.0,0.0,0.0,0.0
12,20.09,20.08,20.1,20.12,20.01,20.1,20.15,0.0,0.0,0.0,0.0
12,20.09,20.08,20.1,20.12,20.01,20.1,20.15,0.0,0.0,0.0,0.0
12,20.09,20.08,20.1,20.12,20.01,20.1,20.15,0.0,0.0,0.0,0.0
12,20.09,20.08,20.1,20.12,20.01,20.1,20.15,0.0,0.0,0.0,0.0
12,20.09,20.08,20.1,20.12,20.01,20.1,20.15,0.0,0.0,0.0,0.0
12,20.09,20.08,20.1,20.12,20.01,20.1,20.15,0.0,0.0,0.0,0.0
12,20.09,20.08,20.1,20.12,20.01,20.1,20.15,0.0,0.0,0.0,0.0
12,20.09,20.08,20.1,20.12,20.01,20.1,20.15,0.0,0.0,0.0,0.0
12,20.09,20.09,20.11,20.12,20.01,20.11,20.15,0.0,0.0,0.0,0.0
12,20.09,20.09,20.11,20.12,20.01,20.11,20.15,0.0,0.0,0.0,0.0
12,20.09,20.09,20.11,20.12,20.01,20.11,20.15,0.0,0.0,0.0,0.0
12,20.09,20.09,20.11,20.12,20.01,20.11,20.15,0.0,0.0,0.0,0.0
12,20.09,20.09,20.11,20.12,20.01,20.11,20.15,0.0,0.0,0.0,0.0
12,20.09,20.09,20.11,20.12,20.01,20.11,20.15,0.0,0.0,0.0,0.0
12,20.09,20.09,20.11,20.12,20.01,20.11,20.15,0.0,0.0,0.0,0.0
12,20.08,20.08,20.1,20.12,20.01,20.1,20.15,0.0,0.0,0.0,0.0
12,20.08,20.08,20.1,20.12,20.01,20.1,20.15,0.0,0.0,0.0,0.0
12,20.08,20.08,20.1,20.12,20.01,20.1,20.15,0.0,0.0,0.0,0.0
12,20.08,20.08,20.1,20.12,20.01,20.1,20.15,0.0,0.0,0.0,0.0
12,20.08,20.08,20.1,20.12,20.01,20.1,20.15,0.0,0.0,0.0,0.0
12,20.08,20.08,20.1,20.12,20.01,20.1,20.15,0.0,0.0,0.0,0.0
13,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.12,20.09,20.12,20.15,20.01,20.12,20.15,0.0,0.0,0.0,0.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.36,-5000.0,20.15,0.03,25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.36,-5000.0,20.15,0.03,25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.36,-5000.0,20.15,0.03,25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.36,-5000.0,20.15,0.03,25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.36,-5000.0,20.15,0.03,25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.36,-5000.0,20.15,0.03,25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.36,-5000.0,20.15,0.03,25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.36,-5000.0,20.15,0.03,25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
13,20.15,20.1,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
13,20.12,20.09,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.09,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.09,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.09,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.09,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.09,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.09,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.09,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.09,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.09,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.09,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.09,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.09,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.09,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.09,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.09,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.09,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.09,20.12,20.15,20.06,20.12,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
14,20.12,20.1,20.11,20.12,20.06,20.11,20.18,0.0,0.0,0.0,-25.0
